index,namem,namef,namen,symbol,Difficulty Lvl,Move Rate,Armor Class,Magic Resist,Alignment,generation flags,Attack 1,Attack 2,Attack 3,Attack 4,Attack 5,Attack 6,Weight,Nutrition,Sound,Size,Resistance,Resist Conveyed,Flags 1,Flags 2,Flags 3,color,Comment,c2,c3,diff,diff2,exp,conveyed_prob,Flags 4,MH
,,,bone devil,S_DEMON,9,15,-1,40,-128,G_NOCORPSE|G_SGROUP|G_HELL|2,"ATTK(AT_WEAP,AD_PHYS,3,4)","ATTK(AT_STNG,AD_DRST,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_SILENT,MZ_LARGE,MR_FIRE|MR_POISON,,M1_POIS,M2_HOSTILE|M2_STALK|M2_NASTY|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,7,-,POISON=100|-,-,13,13,240,,,MH_DEMON,
,,,ice devil,S_DEMON,11,9,-4,55,-128,G_NOCORPSE|G_HELL|2,"ATTK(AT_CLAW,AD_PHYS,1,4)","ATTK(AT_CLAW,AD_PHYS,1,4)","ATTK(AT_BITE,AD_PHYS,2,4)","ATTK(AT_STNG,AD_COLD,3,4)",NO_ATTK,NO_ATTK,1450,400,MS_SILENT,MZ_LARGE,MR_FIRE|MR_COLD|MR_POISON,,M1_SEE_INVIS|M1_POIS,M2_HOSTILE|M2_STALK|M2_NASTY,M3_INFRAVISION|M3_INFRAVISIBLE,15,-,POISON=100|-,-,14,14,296,,,MH_DEMON,
,,,nalfeshnee,S_DEMON,11,9,-1,65,-128,G_NOCORPSE|G_HELL|1,"ATTK(AT_CLAW,AD_PHYS,1,4)","ATTK(AT_CLAW,AD_PHYS,1,4)","ATTK(AT_BITE,AD_PHYS,2,4)","ATTK(AT_MAGC,AD_SPEL,0,0)",NO_ATTK,NO_ATTK,1450,400,MS_SPELL,MZ_LARGE,MR_FIRE|MR_POISON,,M1_HUMANOID|M1_POIS,M2_HOSTILE|M2_STALK|M2_NASTY,M3_INFRAVISION|M3_INFRAVISIBLE,1,-,POISON=100|-,-,15,15,286,,,MH_DEMON,
,,,pit fiend,S_DEMON,13,9,-3,65,-128,G_NOCORPSE|G_HELL|2,"ATTK(AT_WEAP,AD_PHYS,4,2)","ATTK(AT_WEAP,AD_PHYS,4,2)","ATTK(AT_HUGS,AD_PITS,4,4)",NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_GROWL,MZ_LARGE,MR_FIRE|MR_POISON,,M1_FLY|M1_SEE_INVIS|M1_POIS,M2_HOSTILE|M2_STALK|M2_NASTY|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,1,-,POISON=100|-,-,16,16,357,,,MH_DEMON,
,,,sandestin,S_DEMON,13,12,4,60,-5,G_NOCORPSE|G_HELL|1,"ATTK(AT_WEAP,AD_PHYS,2,6)","ATTK(AT_WEAP,AD_PHYS,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1500,400,MS_CUSS,MZ_MEDIUM,MR_STONE,,M1_HUMANOID,M2_NOPOLY|M2_GIANT|M2_STALK|M2_STRONG|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE|M3_ACCURATE,7,POLYSELF=100|-,-,-,15,15,230,,,,
,,,weredemon,S_DEMON,16,16,0,60,-128,G_NOCORPSE|1,"ATTK(AT_CLAW,AD_PHYS,4,6)","ATTK(AT_BITE,AD_WERE,3,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_WERE,MZ_MEDIUM,MR_FIRE|MR_POISON,,M1_HUMANOID|M1_REGEN|M1_POIS|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,0,-,POISON=100|-,-,19,19,461,,,MH_WERE|MH_DEMON,
,,,balrog,S_DEMON,18,12,-2,75,-128,G_NOCORPSE|G_HELL|1,"ATTK(AT_WEAP,AD_PHYS,8,4)","ATTK(AT_WEAP,AD_PHYS,4,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_ROAR,MZ_HUGE,MR_FIRE|MR_POISON,,M1_FLY|M1_THICK_HIDE|M1_SEE_INVIS|M1_POIS,M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE|M3_BERSERK,1,-,POISON=100|-,-,22,22,565,,,MH_DEMON,
,,,Juiblex,S_DEMON,22,12,-7,65,-128,G_NOCORPSE|G_NOGEN|G_HELL|G_UNIQ|0,"ATTK(AT_ENGL,AD_DISE,4,10)","ATTK(AT_SPIT,AD_LAVA,3,6)","ATTK(AT_TUCH,AD_LAVA,4,6)","ATTK(AT_MAGC,AD_CLRC,2,6)","ATTK(AT_NONE,AD_LAVA,0,1)","ATTK(AT_BOOM,AD_LAVA,4,6)",2000,0,MS_GURGLE,MZ_GIGANTIC,MR_FIRE|MR_POISON|MR_ACID|MR_STONE,,M1_FLY|M1_AMORPHOUS|M1_AMPHIBIOUS|M1_NOHEAD|M1_SEE_INVIS|M1_ACID|M1_POIS,M2_NOPOLY|M2_MERC|M2_MALE|M2_PNAME|M2_HOSTILE|M2_STALK|M2_NASTY,M3_WANTSAMUL|M3_WAITFORU|M3_INFRAVISION,10,UNSTONE=100|-,ACID=100|POISON=100|-,-,27,31,1025,,,MH_DEMON,
,,,Baphomet,S_DEMON,24,18,-4,75,-128,G_NOCORPSE|G_NOGEN|G_HELL|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,4,6)","ATTK(AT_CLAW,AD_PHYS,4,6)","ATTK(AT_MAGC,AD_CLRC,2,6)","ATTK(AT_BUTT,AD_CLOB,8,6)",NO_ATTK,NO_ATTK,2200,900,MS_ROAR,MZ_HUGE,MR_FIRE|MR_POISON,,M1_FLY|M1_THICK_HIDE|M1_SEE_INVIS|M1_POIS,M2_NOPOLY|M2_MERC|M2_MALE|M2_PNAME|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG|M2_COLLECT,M3_WANTSAMUL|M3_WAITFORU|M3_INFRAVISION|M3_INFRAVISIBLE|M3_BERSERK,5,-,POISON=100|-,-,30,31,955,,,MH_DEMON,
,,,Yeenoghu,S_DEMON,25,18,-5,80,-128,G_NOCORPSE|G_NOGEN|G_HELL|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,3,6)","ATTK(AT_WEAP,AD_CONF,2,8)","ATTK(AT_CLAW,AD_DRLI,1,6)","ATTK(AT_MAGC,AD_MAGM,6,6)",NO_ATTK,NO_ATTK,900,500,MS_GRUNT,MZ_LARGE,MR_FIRE|MR_POISON,,M1_FLY|M1_SEE_INVIS|M1_POIS,M2_NOPOLY|M2_MERC|M2_MALE|M2_PNAME|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG|M2_COLLECT,M3_WANTSAMUL|M3_WAITFORU|M3_INFRAVISION|M3_INFRAVISIBLE,5,-,POISON=100|-,-,31,32,1023,,,MH_DEMON,
,,,Lolth,S_DEMON,30,12,-10,70,-128,G_NOCORPSE|G_NOGEN|G_HELL|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,3,4)","ATTK(AT_WEAP,AD_PHYS,2,4)","ATTK(AT_BITE,AD_DRLI,2,4)","ATTK(AT_TUCH,AD_WEBS,0,0)","ATTK(AT_MAGC,AD_CLRC,4,6)","ATTK(AT_MAGC,AD_SPEL,4,6)",1800,600,MS_SILENT,MZ_HUGE,MR_FIRE|MR_SLEEP|MR_POISON,,M1_SEE_INVIS|M1_POIS,M2_NOPOLY|M2_MERC|M2_FEMALE|M2_PNAME|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG,M3_WANTSAMUL|M3_WAITFORU|M3_INFRAVISION|M3_INFRAVISIBLE,5,-,POISON=100|-,-,36,39,1408,,,MH_DEMON|MH_SPIDER,
,,,Geryon,S_DEMON,33,12,-3,75,-128,G_NOCORPSE|G_NOGEN|G_HELL|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,4,6)","ATTK(AT_CLAW,AD_PHYS,4,6)","ATTK(AT_STNG,AD_DRST,2,8)","ATTK(AT_MAGC,AD_CLRC,4,6)",NO_ATTK,NO_ATTK,1500,500,MS_BRIBE,MZ_HUGE,MR_FIRE|MR_POISON,,M1_FLY|M1_SEE_INVIS|M1_POIS,M2_NOPOLY|M2_MERC|M2_MALE|M2_PNAME|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG,M3_WANTSAMUL|M3_WAITFORU|M3_INFRAVISION|M3_INFRAVISIBLE,5,-,POISON=100|-,-,36,40,1607,,,MH_DEMON,
,,,Dispater,S_DEMON,36,15,-2,80,-128,G_NOCORPSE|G_NOGEN|G_HELL|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,4,6)","ATTK(AT_WEAP,AD_PHYS,4,6)","ATTK(AT_MAGC,AD_CLRC,6,6)",NO_ATTK,NO_ATTK,NO_ATTK,900,500,MS_BRIBE,MZ_MEDIUM,MR_FIRE|MR_POISON,,M1_FLY|M1_HUMANOID|M1_SEE_INVIS|M1_POIS,M2_NOPOLY|M2_MERC|M2_MALE|M2_PNAME|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG|M2_COLLECT,M3_WANTSAMUL|M3_WAITFORU|M3_INFRAVISION|M3_INFRAVISIBLE,5,-,POISON=100|-,-,40,42,1784,,,MH_DEMON,
,,,Baalzebub,S_DEMON,41,12,-5,85,-128,G_NOCORPSE|G_NOGEN|G_HELL|G_UNIQ|0,"ATTK(AT_BITE,AD_DRST,4,6)","ATTK(AT_GAZE,AD_SPC2,2,6)","ATTK(AT_MAGC,AD_CLRC,4,6)",NO_ATTK,NO_ATTK,NO_ATTK,1000,500,MS_BRIBE,MZ_LARGE,MR_FIRE|MR_POISON,,M1_FLY|M1_SEE_INVIS|M1_POIS,M2_NOPOLY|M2_MERC|M2_MALE|M2_PNAME|M2_HOSTILE|M2_STALK|M2_NASTY,M3_WANTSAMUL|M3_WAITFORU|M3_INFRAVISION|M3_INFRAVISIBLE,5,-,HALLU=100|POISON=100|-,-,45,47,2343,,,MH_DEMON,
,,,Mephistopheles,S_DEMON,37,12,-6,90,-128,G_NOCORPSE|G_NOGEN|G_HELL|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,4,6)","ATTK(AT_CLAW,AD_ENCH,3,4)","ATTK(AT_MAGC,AD_FIRE,3,4)","ATTK(AT_MAGC,AD_SPEL,3,4)","ATTK(AT_NONE,AD_FIRE,0,6)",NO_ATTK,1000,500,MS_BRIBE,MZ_LARGE,MR_FIRE|MR_COLD|MR_POISON,,M1_FLY|M1_HUMANOID|M1_SEE_INVIS|M1_POIS,M2_NOPOLY|M2_MERC|M2_MALE|M2_PNAME|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG|M2_COLLECT,M3_WANTSAMUL|M3_WAITFORU|M3_INFRAVISION|M3_INFRAVISIBLE,5,-,POISON=100|-,-,42,44,1989,,,MH_DEMON,
,,,Orcus,S_DEMON,30,15,-6,85,-128,G_NOCORPSE|G_NOGEN|G_HELL|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,4,4)","ATTK(AT_WEAP,AD_PHYS,4,4)","ATTK(AT_CLAW,AD_WTHR,3,4)","ATTK(AT_MAGC,AD_SPEL,6,6)","ATTK(AT_STNG,AD_DRST,2,4)",NO_ATTK,1500,500,MS_GRUNT,MZ_HUGE,MR_FIRE|MR_POISON,,M1_FLY|M1_SEE_INVIS|M1_POIS,M2_NOPOLY|M2_LORD|M2_MALE|M2_PNAME|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG|M2_COLLECT,M3_WANTSAMUL|M3_WANTSBOOK|M3_WAITFORU|M3_INFRAVISION|M3_INFRAVISIBLE,5,-,POISON=100|-,-,36,38,1363,,,MH_DEMON,
,,,Tiamat,S_DRAGON,48,15,-8,80,-128,G_NOCORPSE|G_NOGEN|G_HELL|G_UNIQ|0,"ATTK(AT_BREA,AD_RBRE,6,6)","ATTK(AT_MAGC,AD_SPEL,2,4)","ATTK(AT_CLAW,AD_SAMU,4,6)","ATTK(AT_BITE,AD_PHYS,6,6)","ATTK(AT_BITE,AD_PHYS,6,6)","ATTK(AT_STNG,AD_DRST,2,4)",6000,3000,MS_ROAR,MZ_GIGANTIC,MR_FIRE|MR_COLD|MR_SLEEP|MR_DISINT|MR_ELEC|MR_POISON|MR_ACID|MR_STONE,MR_FIRE|MR_COLD|MR_SLEEP|MR_DISINT|MR_ELEC|MR_POISON|MR_STONE,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_SEE_INVIS|M1_POIS|M1_CARNIVORE,M2_NOPOLY|M2_LORD|M2_FEMALE|M2_PNAME|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG|M2_GREEDY|M2_JEWELS|M2_MAGIC,M3_WANTSAMUL|M3_WAITFORU|M3_INFRAVISION|M3_INFRAVISIBLE,5,-,POISON=100|-,-,53,57,3172,MR_FIRE=+66|MR_COLD=+66|MR_SLEEP=+66|MR_DISINT=+66|MR_ELEC=+66|MR_POISON=+66|MR_STONE=+66,,MH_DEMON|MH_DRAGON,
,,,Graz'zt,S_DEMON,49,12,-9,35,-128,G_NOCORPSE|G_NOGEN|G_HELL|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,4,8)","ATTK(AT_CLAW,AD_SPC2,6,6)","ATTK(AT_MAGC,AD_CLRC,4,6)","ATTK(AT_CLAW,AD_SITM,0,0)",NO_ATTK,NO_ATTK,1000,500,MS_CUSS,MZ_LARGE,MR_FIRE|MR_COLD|MR_POISON,,M1_FLY|M1_HUMANOID|M1_SEE_INVIS|M1_POIS,M2_NOPOLY|M2_LORD|M2_MALE|M2_PNAME|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG,M3_WANTSAMUL|M3_WAITFORU|M3_INFRAVISION|M3_INFRAVISIBLE,5,-,HALLU=100|POISON=100|-,-,53,56,3185,,,MH_DEMON,
,,,Asmodeus,S_DEMON,49,12,-7,90,-128,G_NOCORPSE|G_NOGEN|G_HELL|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,4,6)","ATTK(AT_CLAW,AD_PLYS,3,6)","ATTK(AT_MAGC,AD_COLD,6,6)","ATTK(AT_MAGC,AD_CLRC,6,6)",NO_ATTK,NO_ATTK,1500,500,MS_BRIBE,MZ_HUGE,MR_FIRE|MR_COLD|MR_POISON,,M1_FLY|M1_HUMANOID|M1_SEE_INVIS|M1_POIS,M2_NOPOLY|M2_LORD|M2_MALE|M2_PNAME|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG,M3_WANTSAMUL|M3_WAITFORU|M3_INFRAVISION|M3_INFRAVISIBLE,5,-,POISON=100|-,-,53,57,3191,,,MH_DEMON,
,,,Demogorgon,S_DEMON,50,15,-8,95,-128,G_NOCORPSE|G_NOGEN|G_HELL|G_UNIQ|0,"ATTK(AT_MAGC,AD_SPEL,8,6)","ATTK(AT_STNG,AD_SPC1,2,4)","ATTK(AT_TENT,AD_DISE,2,6)","ATTK(AT_TENT,AD_DISE,2,6)",NO_ATTK,NO_ATTK,1500,500,MS_GROWL,MZ_HUGE,MR_FIRE|MR_POISON|MR_PSYCHIC,,M1_FLY|M1_NOHANDS|M1_SEE_INVIS|M1_POIS,M2_NOPOLY|M2_LORD|M2_MALE|M2_PNAME|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG,M3_WANTSAMUL|M3_WAITFORU|M3_INFRAVISION|M3_INFRAVISIBLE,5,-,POISON=100|-,-,57,29,3253,,,MH_DEMON,
,,,Lucifer,S_DEMON,52,15,-1,99,-128,G_NOCORPSE|G_NOGEN|G_HELL|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,4,6)","ATTK(AT_CLAW,AD_WTHR,4,6)","ATTK(AT_MAGC,AD_FIRE,8,8)","ATTK(AT_MAGC,AD_CLRC,4,6)",NO_ATTK,NO_ATTK,1200,500,MS_CUSS,MZ_HUGE,MR_FIRE|MR_ELEC|MR_POISON|MR_PSYCHIC,,M1_FLY|M1_HUMANOID|M1_SEE_INVIS|M1_POIS,M2_NOPOLY|M2_LORD|M2_MALE|M2_PNAME|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG,M3_WANTSAMUL|M3_WAITFORU|M3_CLOSE|M3_INFRAVISION|M3_INFRAVISIBLE|M3_ACCURATE,5,-,POISON=100|-,-,66,31,3579,,,MH_DEMON,
,,,Death,S_DEMON,40,12,-5,100,0,G_NOGEN|G_UNIQ|0,"ATTK(AT_TUCH,AD_DETH,8,8)","ATTK(AT_TUCH,AD_DETH,8,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,1,MS_RIDER,MZ_MEDIUM,MR_FIRE|MR_COLD|MR_SLEEP|MR_ELEC|MR_POISON|MR_STONE|MR_PSYCHIC,,M1_FLY|M1_HUMANOID|M1_REGEN|M1_SEE_INVIS|M1_TPORT_CNTRL,M2_NOPOLY|M2_PNAME|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG,M3_INFRAVISION|M3_INFRAVISIBLE|M3_DISPLACES,5,-,FATAL=100|REVIVE=100-,-,44,44,2121,M1_TPORT_CNTRL=!10,,,
,,,Pestilence,S_DEMON,40,12,-5,100,0,G_NOGEN|G_UNIQ|0,"ATTK(AT_TUCH,AD_PEST,8,8)","ATTK(AT_TUCH,AD_PEST,8,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,1,MS_RIDER,MZ_MEDIUM,MR_FIRE|MR_COLD|MR_SLEEP|MR_ELEC|MR_POISON|MR_STONE|MR_PSYCHIC,,M1_FLY|M1_HUMANOID|M1_REGEN|M1_SEE_INVIS|M1_TPORT_CNTRL,M2_NOPOLY|M2_PNAME|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG,M3_INFRAVISION|M3_INFRAVISIBLE|M3_DISPLACES,5,-,FATAL=100|REVIVE=100-,-,44,44,2121,M1_TPORT_CNTRL=!10,,,
,,,Famine,S_DEMON,40,12,-5,100,0,G_NOGEN|G_UNIQ|0,"ATTK(AT_TUCH,AD_FAMN,8,8)","ATTK(AT_TUCH,AD_FAMN,8,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,1,MS_RIDER,MZ_MEDIUM,MR_FIRE|MR_COLD|MR_SLEEP|MR_ELEC|MR_POISON|MR_STONE|MR_PSYCHIC,,M1_FLY|M1_HUMANOID|M1_REGEN|M1_SEE_INVIS|M1_TPORT_CNTRL,M2_NOPOLY|M2_PNAME|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG,M3_INFRAVISION|M3_INFRAVISIBLE|M3_DISPLACES,5,-,FATAL=100|REVIVE=100-,-,44,44,2121,M1_TPORT_CNTRL=!10,,,
,,,mail daemon,S_DEMON,25,24,10,127,0,G_NOCORPSE|G_NOGEN|0,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,600,300,MS_SILENT,MZ_MEDIUM,MR_FIRE|MR_COLD|MR_SLEEP|MR_ELEC|MR_POISON|MR_STONE,,M1_FLY|M1_SWIM|M1_BREATHLESS|M1_HUMANOID|M1_SEE_INVIS|M1_POIS,M2_NOPOLY|M2_PEACEFUL|M2_STALK,M3_INFRAVISION|M3_INFRAVISIBLE,12,-,POISON=100|-,-,26,26,1,,,,
,,,djinni,S_DEMON,7,12,4,30,0,G_NOCORPSE|G_NOGEN|0,"ATTK(AT_WEAP,AD_PHYS,2,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1500,400,MS_DJINNI,MZ_MEDIUM,MR_POISON|MR_STONE,,M1_FLY|M1_HUMANOID|M1_POIS,M2_NOPOLY|M2_STALK|M2_COLLECT,M3_INFRAVISIBLE,11,-,POISON=100|-,-,8,8,55,,,,
,,,demon,S_DEMON,10,12,10,10,-128,G_NOCORPSE|G_NOGEN|0,"ATTK(AT_WEAP,AD_PHYS,1,8)","ATTK(AT_STNG,AD_DRST,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_GRUNT,MZ_MEDIUM,MR_FIRE|MR_POISON,,M1_FLY|M1_HUMANOID|M1_SEE_INVIS|M1_POIS,M2_NOPOLY|M2_HOSTILE|M2_STALK|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,1,-,POISON=100|-,-,13,12,179,,,MH_DEMON,
,,,jellyfish,S_EEL,3,3,6,0,0,G_GENO|G_NOGEN|0,"ATTK(AT_STNG,AD_DRST,3,3)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,80,20,MS_SILENT,MZ_SMALL,MR_POISON,MR_POISON,M1_SWIM|M1_AMPHIBIOUS|M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_NOHEAD|M1_SLITHY|M1_POIS,M2_HOSTILE,,4,-,POISON=100|-,-,5,5,19,MR_POISON=+5,M4_VULNERABLE_ELEC,,
,,,piranha,S_EEL,5,18,4,0,0,G_GENO|G_SGROUP|G_NOGEN|0,"ATTK(AT_BITE,AD_PHYS,2,6)","ATTK(AT_BITE,AD_PHYS,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,60,30,MS_SILENT,MZ_SMALL,,,M1_SWIM|M1_AMPHIBIOUS|M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_ANIMAL|M1_SLITHY|M1_OVIPAROUS|M1_CARNIVORE,M2_DRUID_FORM_A|M2_HOSTILE,,1,-,-,-,6,7,29,,M4_VULNERABLE_ELEC,,
,,,mind flayer larva,S_EEL,5,15,8,60,-8,G_GENO|G_NOGEN|0,"ATTK(AT_TENT,AD_WRAP,1,2)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,20,5,MS_SILENT,MZ_TINY,MR_PSYCHIC,,M1_SWIM|M1_AMPHIBIOUS|M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_SLITHY|M1_CARNIVORE|M1_HERBIVORE,M2_NEUTER|M2_HOSTILE|M2_NASTY,M3_INFRAVISION|M3_INFRAVISIBLE,13,-,ILLITHID=100|-,-,8,6,1072,,,MH_ILLITHID,
,,,shark,S_EEL,7,12,2,0,0,G_GENO|G_NOGEN|0,"ATTK(AT_BITE,AD_PHYS,5,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,350,MS_SILENT,MZ_LARGE,,,M1_SWIM|M1_AMPHIBIOUS|M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_ANIMAL|M1_SLITHY|M1_THICK_HIDE|M1_OVIPAROUS|M1_CARNIVORE,M2_HOSTILE,,7,-,-,-,9,9,62,,M4_VULNERABLE_ELEC,,
,,,giant eel,S_EEL,5,9,-1,0,0,G_GENO|G_NOGEN|0,"ATTK(AT_BITE,AD_PHYS,3,6)","ATTK(AT_TUCH,AD_WRAP,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,200,250,MS_SILENT,MZ_HUGE,,,M1_SWIM|M1_AMPHIBIOUS|M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_ANIMAL|M1_SLITHY|M1_OVIPAROUS|M1_CARNIVORE,M2_HOSTILE,M3_INFRAVISIBLE,6,-,-,-,7,7,1050,,M4_VULNERABLE_ELEC,,
,,,electric eel,S_EEL,7,10,-3,0,0,G_GENO|G_NOGEN|0,"ATTK(AT_BITE,AD_ELEC,4,6)","ATTK(AT_TUCH,AD_WRAP,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,200,250,MS_SILENT,MZ_LARGE,MR_ELEC,MR_ELEC,M1_SWIM|M1_AMPHIBIOUS|M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_ANIMAL|M1_SLITHY|M1_OVIPAROUS|M1_CARNIVORE,M2_DRUID_FORM_B|M2_HOSTILE,M3_INFRAVISIBLE,12,-,-,-,10,10,1101,MR_ELEC=+5,,,
,,,kraken,S_EEL,20,3,6,0,-3,G_GENO|G_NOGEN|0,"ATTK(AT_CLAW,AD_PHYS,2,4)","ATTK(AT_CLAW,AD_PHYS,2,4)","ATTK(AT_HUGS,AD_WRAP,2,6)","ATTK(AT_BITE,AD_PHYS,5,4)",NO_ATTK,NO_ATTK,1800,1000,MS_SILENT,MZ_GIGANTIC,,,M1_SWIM|M1_AMPHIBIOUS|M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_NOPOLY|M2_HOSTILE|M2_STRONG,M3_INFRAVISIBLE,1,-,-,-,22,22,1474,,M4_VULNERABLE_ELEC,,
,,,tortle,S_LIZARD,0,10,0,0,3,G_NOGEN|0,"ATTK(AT_WEAP,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1600,400,MS_HUMANOID,MZ_LARGE,,,M1_SWIM|M1_AMPHIBIOUS|M1_HUMANOID|M1_THICK_HIDE|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,6,-,TORTLE=100|-,-,2,2,13,,M4_VULNERABLE_COLD,MH_TORTLE,
,,,newt,S_LIZARD,0,6,8,0,0,G_GENO|5,"ATTK(AT_BITE,AD_PHYS,1,2)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,10,20,MS_SILENT,MZ_TINY,,,M1_SWIM|M1_AMPHIBIOUS|M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE,,11,PW=66;22;1|-,-,-,1,1,1,,,,
,,,gecko,S_LIZARD,1,6,8,0,0,G_GENO|5,"ATTK(AT_BITE,AD_PHYS,1,3)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,10,20,MS_SQEEK,MZ_TINY,,,M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE,,2,-,-,-,2,2,2,,,,
,,,iguana,S_LIZARD,2,6,7,0,0,G_GENO|5,"ATTK(AT_BITE,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,30,30,MS_SILENT,MZ_TINY,,,M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE,,3,-,-,-,3,3,5,,,,
,,,sea tortle,S_LIZARD,2,5,0,0,3,G_GENO|G_SGROUP|G_NOHELL|1,"ATTK(AT_WEAP,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1600,400,MS_HUMANOID,MZ_LARGE,,,M1_SWIM|M1_AMPHIBIOUS|M1_HUMANOID|M1_THICK_HIDE|M1_CARNIVORE|M1_HERBIVORE,M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,6,-,TORTLE=100|-,-,3,4,17,,M4_VULNERABLE_COLD,MH_TORTLE,
,,,baby crocodile,S_LIZARD,3,6,7,0,0,G_GENO|0,"ATTK(AT_BITE,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,200,200,MS_SILENT,MZ_MEDIUM,,,M1_SWIM|M1_AMPHIBIOUS|M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE,,3,-,-,-,4,4,10,,,,
