index,namem,namef,namen,symbol,Difficulty Lvl,Move Rate,Armor Class,Magic Resist,Alignment,generation flags,Attack 1,Attack 2,Attack 3,Attack 4,Attack 5,Attack 6,Weight,Nutrition,Sound,Size,Resistance,Resist Conveyed,Flags 1,Flags 2,Flags 3,color,Comment,c2,c3,diff,diff2,exp,conveyed_prob
,,,shadow,S_GHOST,4,9,4,0,0,G_NOCORPSE|G_NOGEN|0,"ATTK(AT_TUCH,AD_DRST,1,4)","ATTK(AT_TUCH,AD_COLD,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,0,MS_WAIL,MZ_MEDIUM,MR_COLD|MR_SLEEP|MR_DISINT|MR_POISON|MR_STONE,,M1_FLY|M1_WALLWALK|M1_BREATHLESS|M1_HUMANOID|M1_SEE_INVIS,M2_NOPOLY|M2_UNDEAD|M2_HOSTILE|M2_WANDER|M2_NASTY,,0,-,-,-,9,9,67,
,,,ghost,S_GHOST,10,3,-5,50,-5,G_NOCORPSE|G_NOGEN|0,"ATTK(AT_TUCH,AD_PHYS,1,1)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,0,MS_SILENT,MZ_MEDIUM,MR_COLD|MR_SLEEP|MR_DISINT|MR_POISON|MR_STONE,,M1_FLY|M1_WALLWALK|M1_BREATHLESS|M1_HUMANOID|M1_UNSOLID,M2_NOPOLY|M2_UNDEAD|M2_HOSTILE|M2_STALK,M3_INFRAVISION,7,-,-,-,12,12,178,
,,,shade,S_GHOST,12,10,10,0,0,G_NOCORPSE|G_NOGEN|0,"ATTK(AT_TUCH,AD_PLYS,2,6)","ATTK(AT_TUCH,AD_SLOW,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,0,MS_WAIL,MZ_MEDIUM,MR_COLD|MR_SLEEP|MR_DISINT|MR_POISON|MR_STONE,,M1_FLY|M1_WALLWALK|M1_BREATHLESS|M1_HUMANOID|M1_UNSOLID|M1_SEE_INVIS,M2_NOPOLY|M2_UNDEAD|M2_HOSTILE|M2_WANDER|M2_STALK|M2_NASTY,M3_INFRAVISION,0,-,-,-,16,16,309,
,,,water demon,S_DEMON,8,12,-4,30,-7,G_NOCORPSE|G_NOGEN|0,"ATTK(AT_WEAP,AD_PHYS,1,3)","ATTK(AT_CLAW,AD_PHYS,1,3)","ATTK(AT_BITE,AD_PHYS,1,3)",NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_DJINNI,MZ_MEDIUM,MR_FIRE|MR_POISON,,M1_SWIM|M1_HUMANOID|M1_POIS,M2_NOPOLY|M2_DEMON|M2_HOSTILE|M2_STALK|M2_NASTY|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,4,-,POISON=100|-,-,13,13,148,
,,,horned devil,S_DEMON,6,9,-5,50,11,G_NOCORPSE|G_HELL|2,"ATTK(AT_WEAP,AD_PHYS,1,4)","ATTK(AT_CLAW,AD_PHYS,1,4)","ATTK(AT_BITE,AD_PHYS,2,3)","ATTK(AT_STNG,AD_PHYS,1,3)",NO_ATTK,NO_ATTK,1450,400,MS_SILENT,MZ_MEDIUM,MR_FIRE|MR_POISON,,M1_THICK_HIDE|M1_POIS,M2_DEMON|M2_HOSTILE|M2_STALK|M2_NASTY,M3_INFRAVISION|M3_INFRAVISIBLE|M3_TRAITOR,3,-,POISON=100|-,-,12,12,111,
,,,spined devil,S_DEMON,5,18,1,45,7,G_NOCORPSE|G_LGROUP|G_HELL|2,"ATTK(AT_WEAP,AD_PHYS,1,6)","ATTK(AT_CLAW,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_SILENT,MZ_MEDIUM,MR_FIRE|MR_POISON|MR_DEATH|MR_PLUSONE,,M1_FLY|M1_THICK_HIDE|M1_POIS,M2_DEMON|M2_HOSTILE|M2_STALK|M2_NASTY,M3_TRAITOR,2,-,POISON=100|-,-,11,11,75,
,,,bearded devil,S_DEMON,8,15,1,45,7,G_NOCORPSE|G_HELL|1,"ATTK(AT_WEAP,AD_PHYS,1,10)","ATTK(AT_WEAP,AD_PHYS,1,10)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_SILENT,MZ_MEDIUM,MR_FIRE|MR_POISON|MR_DEATH|MR_PLUSONE|MR_HITASTWO,,M1_THICK_HIDE|M1_POIS,M2_DEMON|M2_HOSTILE|M2_STALK|M2_NASTY,M3_TRAITOR,0,-,POISON=100|-,-,12,12,140,
,,,succubus,S_DEMON,6,12,0,70,-9,G_NOCORPSE|2,"ATTK(AT_BITE,AD_SSEX,0,0)","ATTK(AT_CLAW,AD_PHYS,1,3)","ATTK(AT_CLAW,AD_PHYS,1,3)",NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_SEDUCE,MZ_MEDIUM,MR_FIRE|MR_POISON,,M1_FLY|M1_HUMANOID|M1_POIS,M2_DEMON|M2_FEMALE|M2_HOSTILE|M2_STALK|M2_NASTY,M3_INFRAVISION|M3_INFRAVISIBLE|M3_TRAITOR,7,-,POISON=100|-,-,11,11,92,
,,,incubus,S_DEMON,6,12,0,70,-9,G_NOCORPSE|2,"ATTK(AT_BITE,AD_SSEX,0,0)","ATTK(AT_CLAW,AD_PHYS,1,3)","ATTK(AT_CLAW,AD_PHYS,1,3)",NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_SEDUCE,MZ_MEDIUM,MR_FIRE|MR_POISON,,M1_FLY|M1_HUMANOID|M1_POIS,M2_DEMON|M2_MALE|M2_HOSTILE|M2_STALK|M2_NASTY,M3_INFRAVISION|M3_INFRAVISIBLE|M3_TRAITOR,7,-,POISON=100|-,-,11,11,92,
,,,erinys,S_DEMON,7,12,2,30,10,G_NOCORPSE|G_SGROUP|G_HELL|1,"ATTK(AT_WEAP,AD_DRST,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_SILENT,MZ_MEDIUM,MR_FIRE|MR_POISON,,M1_HUMANOID|M1_POIS,M2_NOPOLY|M2_DEMON|M2_FEMALE|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,1,-,POISON=100|-,-,13,13,123,
,,,barbed devil,S_DEMON,8,12,0,35,8,G_NOCORPSE|G_SGROUP|G_HELL|2,"ATTK(AT_CLAW,AD_PHYS,2,4)","ATTK(AT_CLAW,AD_PHYS,2,4)","ATTK(AT_STNG,AD_PHYS,3,4)",NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_SILENT,MZ_MEDIUM,MR_FIRE|MR_POISON,,M1_THICK_HIDE|M1_POIS,M2_DEMON|M2_HOSTILE|M2_STALK|M2_NASTY,M3_INFRAVISION|M3_INFRAVISIBLE|M3_TRAITOR,1,-,POISON=100|-,-,13,13,131,
,,,marilith,S_DEMON,7,12,-6,80,-12,G_NOCORPSE|G_HELL|1,"ATTK(AT_WEAP,AD_PHYS,2,4)","ATTK(AT_WEAP,AD_PHYS,2,4)","ATTK(AT_CLAW,AD_PHYS,2,4)","ATTK(AT_CLAW,AD_PHYS,2,4)","ATTK(AT_CLAW,AD_PHYS,2,4)","ATTK(AT_CLAW,AD_PHYS,2,4)",1450,400,MS_CUSS,MZ_LARGE,MR_FIRE|MR_POISON,,M1_HUMANOID|M1_SLITHY|M1_SEE_INVIS|M1_POIS,M2_DEMON|M2_FEMALE|M2_HOSTILE|M2_STALK|M2_NASTY|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE|M3_TRAITOR,1,-,POISON=100|-,-,14,14,135,
,,,bar-lgura,S_DEMON,7,15,-3,45,-9,G_NOCORPSE|G_SGROUP|G_HELL|1,"ATTK(AT_CLAW,AD_PHYS,1,6)","ATTK(AT_CLAW,AD_PHYS,1,6)","ATTK(AT_BITE,AD_PHYS,2,12)",NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_SILENT,MZ_LARGE,MR_FIRE|MR_POISON|MR_DEATH|MR_PLUSONE|MR_HITASTWO,,M1_POIS,M2_DEMON|M2_HOSTILE|M2_STALK|M2_NASTY,M3_INFRAVISION|M3_INFRAVISIBLE|M3_TRAITOR,9,-,POISON=100|-,-,13,13,129,
,,,chasme,S_DEMON,8,21,-1,40,-9,G_NOCORPSE|G_SGROUP|G_HELL|1,"ATTK(AT_CLAW,AD_PHYS,2,6)","ATTK(AT_CLAW,AD_PHYS,2,6)","ATTK(AT_BITE,AD_PHYS,2,4)","ATTK(AT_GAZE,AD_SLEE,1,6)",NO_ATTK,NO_ATTK,1450,400,MS_SILENT,MZ_MEDIUM,MR_FIRE|MR_POISON|MR_DEATH|MR_PLUSONE|MR_HITASTWO,,M1_FLY|M1_POIS,M2_DEMON|M2_HOSTILE|M2_STALK|M2_NASTY,M3_INFRAVISION|M3_INFRAVISIBLE|M3_TRAITOR,6,-,POISON=100|-,-,15,15,161,
,,,vrock,S_DEMON,8,12,0,50,-9,G_NOCORPSE|G_SGROUP|G_HELL|2,"ATTK(AT_CLAW,AD_PHYS,1,4)","ATTK(AT_CLAW,AD_PHYS,1,4)","ATTK(AT_CLAW,AD_PHYS,1,8)","ATTK(AT_CLAW,AD_PHYS,1,8)","ATTK(AT_BITE,AD_PHYS,1,6)",NO_ATTK,1450,400,MS_SILENT,MZ_LARGE,MR_FIRE|MR_POISON,,M1_POIS,M2_DEMON|M2_HOSTILE|M2_STALK|M2_NASTY,M3_INFRAVISION|M3_INFRAVISIBLE|M3_TRAITOR,1,-,POISON=100|-,-,14,14,128,
,,,babau,S_DEMON,9,15,-3,50,-9,G_NOCORPSE|G_SGROUP|G_HELL|1,"ATTK(AT_CLAW,AD_PHYS,1,6)","ATTK(AT_CLAW,AD_PHYS,1,6)","ATTK(AT_GAZE,AD_DRST,1,8)","ATTK(AT_BITE,AD_PHYS,1,8)",NO_ATTK,NO_ATTK,1450,400,MS_SILENT,MZ_LARGE,MR_FIRE|MR_POISON|MR_DEATH|MR_PLUSONE|MR_HITASTWO,,M1_POIS,M2_DEMON|M2_HOSTILE|M2_STALK|M2_NASTY,M3_INFRAVISION|M3_INFRAVISIBLE|M3_TRAITOR,0,-,POISON=100|-,-,16,16,239,
,,,hezrou,S_DEMON,9,6,-2,55,-10,G_NOCORPSE|G_SGROUP|G_HELL|2,"ATTK(AT_CLAW,AD_PHYS,1,3)","ATTK(AT_CLAW,AD_PHYS,1,3)","ATTK(AT_BITE,AD_PHYS,4,4)",NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_SILENT,MZ_LARGE,MR_FIRE|MR_POISON,,M1_HUMANOID|M1_POIS,M2_DEMON|M2_HOSTILE|M2_STALK|M2_NASTY,M3_INFRAVISION|M3_INFRAVISIBLE|M3_TRAITOR,1,-,POISON=100|-,-,14,14,213,
,,,bone devil,S_DEMON,9,15,-1,40,-9,G_NOCORPSE|G_SGROUP|G_HELL|2,"ATTK(AT_WEAP,AD_PHYS,3,4)","ATTK(AT_STNG,AD_DRST,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_SILENT,MZ_LARGE,MR_FIRE|MR_POISON,,M1_POIS,M2_DEMON|M2_HOSTILE|M2_STALK|M2_NASTY|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE|M3_TRAITOR,7,-,POISON=100|-,-,15,15,240,
,,,ice devil,S_DEMON,11,6,-4,55,-12,G_NOCORPSE|G_HELL|2,"ATTK(AT_CLAW,AD_PHYS,1,4)","ATTK(AT_CLAW,AD_PHYS,1,4)","ATTK(AT_BITE,AD_PHYS,2,4)","ATTK(AT_STNG,AD_COLD,3,4)",NO_ATTK,NO_ATTK,1450,400,MS_SILENT,MZ_LARGE,MR_FIRE|MR_COLD|MR_POISON,,M1_SEE_INVIS|M1_POIS,M2_DEMON|M2_HOSTILE|M2_STALK|M2_NASTY,M3_INFRAVISION|M3_INFRAVISIBLE|M3_TRAITOR,15,-,POISON=100|-,-,17,17,296,
,,,nalfeshnee,S_DEMON,11,9,-1,65,-11,G_NOCORPSE|G_HELL|1,"ATTK(AT_CLAW,AD_PHYS,1,4)","ATTK(AT_CLAW,AD_PHYS,1,4)","ATTK(AT_BITE,AD_PHYS,2,4)","ATTK(AT_MAGC,AD_SPEL,0,0)",NO_ATTK,NO_ATTK,1450,400,MS_SPELL,MZ_LARGE,MR_FIRE|MR_POISON,,M1_HUMANOID|M1_POIS,M2_DEMON|M2_HOSTILE|M2_STALK|M2_NASTY,M3_INFRAVISION|M3_INFRAVISIBLE|M3_TRAITOR,1,-,POISON=100|-,-,18,18,286,
,,,nabassu,S_DEMON,9,15,-5,50,-11,G_NOCORPSE|G_HELL|1,"ATTK(AT_CLAW,AD_PHYS,2,4)","ATTK(AT_CLAW,AD_PHYS,2,4)","ATTK(AT_BITE,AD_DRLI,3,4)","ATTK(AT_MAGC,AD_SPEL,0,0)",NO_ATTK,NO_ATTK,1450,400,MS_SILENT,MZ_LARGE,MR_FIRE|MR_POISON|MR_DEATH|MR_PLUSONE|MR_HITASTHREE,,M1_FLY|M1_HUMANOID|M1_POIS,M2_DEMON|M2_HOSTILE|M2_STALK|M2_NASTY,M3_INFRAVISION|M3_INFRAVISIBLE|M3_TRAITOR,0,-,POISON=100|-,-,17,17,291,
,,,pit fiend,S_DEMON,13,6,-3,65,-13,G_NOCORPSE|G_HELL|2,"ATTK(AT_WEAP,AD_PHYS,4,2)","ATTK(AT_WEAP,AD_PHYS,4,2)","ATTK(AT_HUGS,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_GROWL,MZ_LARGE,MR_FIRE|MR_POISON,,M1_SEE_INVIS|M1_POIS,M2_DEMON|M2_HOSTILE|M2_STALK|M2_NASTY|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE|M3_TRAITOR,1,-,POISON=100|-,-,18,18,344,
,,,balrog,S_DEMON,16,5,-2,75,-14,G_NOCORPSE|G_HELL|1,"ATTK(AT_WEAP,AD_PHYS,8,4)","ATTK(AT_WEAP,AD_PHYS,4,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_SILENT,MZ_LARGE,MR_FIRE|MR_POISON,,M1_FLY|M1_SEE_INVIS|M1_POIS,M2_DEMON|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE|M3_TRAITOR,1,-,POISON=100|-,-,23,23,479,
,,,Juiblex,S_DEMON,22,3,-7,65,-15,G_NOCORPSE|G_NOGEN|G_HELL|G_UNIQ|0,"ATTK(AT_ENGL,AD_DISE,4,10)","ATTK(AT_SPIT,AD_ACID,3,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1500,0,MS_GURGLE,MZ_LARGE,MR_FIRE|MR_POISON|MR_ACID|MR_STONE,,M1_FLY|M1_AMORPHOUS|M1_AMPHIBIOUS|M1_NOHEAD|M1_SEE_INVIS|M1_ACID|M1_POIS,M2_NOPOLY|M2_LORD|M2_DEMON|M2_MALE|M2_PNAME|M2_HOSTILE|M2_STALK|M2_NASTY,M3_WANTSAMUL|M3_WAITFORU|M3_INFRAVISION,10,UNSTONE=100|-,ACID=100|POISON=100|-,-,28,28,811,
,,,Yeenoghu,S_DEMON,25,18,-5,80,-15,G_NOCORPSE|G_NOGEN|G_HELL|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,3,6)","ATTK(AT_WEAP,AD_CONF,2,8)","ATTK(AT_CLAW,AD_PLYS,1,6)","ATTK(AT_MAGC,AD_MAGM,2,6)",NO_ATTK,NO_ATTK,900,500,MS_GRUNT,MZ_LARGE,MR_FIRE|MR_POISON,,M1_FLY|M1_SEE_INVIS|M1_POIS,M2_NOPOLY|M2_LORD|M2_DEMON|M2_MALE|M2_PNAME|M2_HOSTILE|M2_STALK|M2_NASTY|M2_COLLECT,M3_WANTSAMUL|M3_WAITFORU|M3_INFRAVISION|M3_INFRAVISIBLE,5,-,POISON=100|-,-,33,33,998,
,,,Orcus,S_DEMON,30,9,-6,85,-20,G_NOCORPSE|G_NOGEN|G_HELL|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,3,6)","ATTK(AT_CLAW,AD_PHYS,3,4)","ATTK(AT_CLAW,AD_PHYS,3,4)","ATTK(AT_MAGC,AD_SPEL,8,6)","ATTK(AT_STNG,AD_DRST,2,4)",NO_ATTK,1500,500,MS_GRUNT,MZ_HUGE,MR_FIRE|MR_POISON,,M1_FLY|M1_SEE_INVIS|M1_POIS,M2_NOPOLY|M2_PRINCE|M2_DEMON|M2_MALE|M2_PNAME|M2_HOSTILE|M2_STALK|M2_NASTY|M2_COLLECT,M3_WANTSAMUL|M3_WANTSBOOK|M3_WAITFORU|M3_INFRAVISION|M3_INFRAVISIBLE,5,-,POISON=100|-,-,39,39,1325,
,,,Geryon,S_DEMON,33,3,-3,75,15,G_NOCORPSE|G_NOGEN|G_HELL|G_UNIQ|0,"ATTK(AT_CLAW,AD_PHYS,3,6)","ATTK(AT_CLAW,AD_PHYS,3,6)","ATTK(AT_STNG,AD_DRST,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,1500,500,MS_BRIBE,MZ_HUGE,MR_FIRE|MR_POISON,,M1_FLY|M1_SLITHY|M1_SEE_INVIS|M1_POIS,M2_NOPOLY|M2_PRINCE|M2_DEMON|M2_MALE|M2_PNAME|M2_HOSTILE|M2_STALK|M2_NASTY,M3_WANTSAMUL|M3_WAITFORU|M3_INFRAVISION|M3_INFRAVISIBLE,5,-,POISON=100|-,-,39,39,1460,
,,,Dispater,S_DEMON,36,15,-2,80,15,G_NOCORPSE|G_NOGEN|G_HELL|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,4,6)","ATTK(AT_MAGC,AD_SPEL,6,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1500,500,MS_BRIBE,MZ_MEDIUM,MR_FIRE|MR_POISON,,M1_FLY|M1_HUMANOID|M1_SEE_INVIS|M1_POIS,M2_NOPOLY|M2_PRINCE|M2_DEMON|M2_MALE|M2_PNAME|M2_HOSTILE|M2_STALK|M2_NASTY|M2_COLLECT,M3_WANTSAMUL|M3_WAITFORU|M3_INFRAVISION|M3_INFRAVISIBLE,5,-,POISON=100|-,-,43,43,1743,
,,,Baalzebub,S_DEMON,41,9,-5,85,20,G_NOCORPSE|G_NOGEN|G_HELL|G_UNIQ|0,"ATTK(AT_BITE,AD_DRST,2,6)","ATTK(AT_GAZE,AD_STUN,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1500,500,MS_BRIBE,MZ_LARGE,MR_FIRE|MR_POISON,,M1_FLY|M1_SEE_INVIS|M1_POIS,M2_NOPOLY|M2_PRINCE|M2_DEMON|M2_MALE|M2_PNAME|M2_HOSTILE|M2_STALK|M2_NASTY,M3_WANTSAMUL|M3_WAITFORU|M3_INFRAVISION|M3_INFRAVISIBLE,5,-,HALLU=100|POISON=100|-,-,47,47,2169,
,,,Asmodeus,S_DEMON,49,12,-7,90,20,G_NOCORPSE|G_NOGEN|G_HELL|G_UNIQ|0,"ATTK(AT_CLAW,AD_PHYS,4,4)","ATTK(AT_MAGC,AD_COLD,6,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1500,500,MS_BRIBE,MZ_HUGE,MR_FIRE|MR_COLD|MR_POISON,,M1_FLY|M1_HUMANOID|M1_SEE_INVIS|M1_POIS,M2_NOPOLY|M2_PRINCE|M2_DEMON|M2_MALE|M2_PNAME|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG,M3_WANTSAMUL|M3_WAITFORU|M3_INFRAVISION|M3_INFRAVISIBLE,5,-,POISON=100|-,-,55,55,2980,
,,,Demogorgon,S_DEMON,50,15,-8,95,-20,G_NOCORPSE|G_NOGEN|G_HELL|G_UNIQ|0,"ATTK(AT_MAGC,AD_SPEL,8,6)","ATTK(AT_STNG,AD_DRLI,1,4)","ATTK(AT_CLAW,AD_DISE,1,6)","ATTK(AT_CLAW,AD_DISE,1,6)",NO_ATTK,NO_ATTK,1500,500,MS_GROWL,MZ_HUGE,MR_FIRE|MR_POISON,,M1_FLY|M1_NOHANDS|M1_SEE_INVIS|M1_POIS,M2_NOPOLY|M2_PRINCE|M2_DEMON|M2_MALE|M2_PNAME|M2_HOSTILE|M2_STALK|M2_NASTY,M3_WANTSAMUL|M3_WAITFORU|M3_INFRAVISION|M3_INFRAVISIBLE,5,-,POISON=100|-,-,31,31,3197,
,,,Cthulhu,S_DEMON,50,18,-15,95,0,G_NOCORPSE|G_NOGEN|G_HELL|G_UNIQ|0,"ATTK(AT_MAGC,AD_CLRC,4,6)","ATTK(AT_CLAW,AD_PHYS,6,8)","ATTK(AT_BITE,AD_PHYS,4,10)","ATTK(AT_HUGS,AD_PHYS,6,6)","ATTK(AT_TENT,AD_DRIN,2,1)","ATTK(AT_GAZE,AD_CONF,0,0)",3000,500,MS_ROAR,MZ_GIGANTIC,MR_SLEEP|MR_DISINT|MR_POISON|MR_ACID|MR_STONE,,M1_SWIM|M1_AMPHIBIOUS|M1_BREATHLESS|M1_NOHANDS|M1_THICK_HIDE|M1_SEE_INVIS|M1_POIS,M2_NOPOLY|M2_PRINCE|M2_DEMON|M2_NEUTER|M2_PNAME|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG,M3_WAITFORU|M3_INFRAVISION|M3_NOTAME,5,-,POISON=100|-,-,33,33,3317,
,,,Death,S_DEMON,30,12,-5,100,0,G_NOGEN|G_UNIQ|0,"ATTK(AT_TUCH,AD_DETH,8,8)","ATTK(AT_TUCH,AD_DETH,8,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,1,MS_RIDER,MZ_MEDIUM,MR_FIRE|MR_COLD|MR_SLEEP|MR_ELEC|MR_POISON|MR_STONE,,M1_FLY|M1_HUMANOID|M1_REGEN|M1_SEE_INVIS|M1_TPORT_CNTRL,M2_NOPOLY|M2_PNAME|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG,M3_INFRAVISION|M3_INFRAVISIBLE,5,-,FATAL=100|REVIVE=100-,-,36,36,1311,M1_TPORT_CNTRL=100
,,,Pestilence,S_DEMON,30,12,-5,100,0,G_NOGEN|G_UNIQ|0,"ATTK(AT_TUCH,AD_PEST,8,8)","ATTK(AT_TUCH,AD_PEST,8,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,1,MS_RIDER,MZ_MEDIUM,MR_FIRE|MR_COLD|MR_SLEEP|MR_ELEC|MR_POISON|MR_STONE,,M1_FLY|M1_HUMANOID|M1_REGEN|M1_SEE_INVIS|M1_TPORT_CNTRL,M2_NOPOLY|M2_PNAME|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG,M3_INFRAVISION|M3_INFRAVISIBLE,5,-,FATAL=100|REVIVE=100-,-,36,36,1311,M1_TPORT_CNTRL=100
,,,Famine,S_DEMON,30,12,-5,100,0,G_NOGEN|G_UNIQ|0,"ATTK(AT_TUCH,AD_FAMN,8,8)","ATTK(AT_TUCH,AD_FAMN,8,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,1,MS_RIDER,MZ_MEDIUM,MR_FIRE|MR_COLD|MR_SLEEP|MR_ELEC|MR_POISON|MR_STONE,,M1_FLY|M1_HUMANOID|M1_REGEN|M1_SEE_INVIS|M1_TPORT_CNTRL,M2_NOPOLY|M2_PNAME|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG,M3_INFRAVISION|M3_INFRAVISIBLE,5,-,FATAL=100|REVIVE=100-,-,36,36,1311,M1_TPORT_CNTRL=100
,,,mail daemon,S_DEMON,25,24,10,127,0,G_NOCORPSE|G_NOGEN|0,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,600,300,MS_SILENT,MZ_MEDIUM,MR_FIRE|MR_COLD|MR_SLEEP|MR_ELEC|MR_POISON|MR_STONE,,M1_FLY|M1_SWIM|M1_BREATHLESS|M1_HUMANOID|M1_SEE_INVIS|M1_POIS,M2_NOPOLY|M2_PEACEFUL|M2_STALK,M3_INFRAVISION|M3_INFRAVISIBLE,12,-,POISON=100|-,-,26,26,1,
,,,djinni,S_DEMON,7,12,4,30,0,G_NOCORPSE|G_NOGEN|0,"ATTK(AT_WEAP,AD_PHYS,2,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1500,400,MS_DJINNI,MZ_MEDIUM,MR_POISON|MR_STONE,,M1_FLY|M1_HUMANOID|M1_POIS,M2_NOPOLY|M2_STALK|M2_COLLECT,M3_INFRAVISIBLE,11,-,POISON=100|-,-,8,8,55,
,,,sandestin,S_DEMON,13,12,4,60,-5,G_NOCORPSE|G_HELL|1,"ATTK(AT_WEAP,AD_PHYS,2,6)","ATTK(AT_WEAP,AD_PHYS,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1500,400,MS_CUSS,MZ_MEDIUM,MR_STONE,,M1_HUMANOID,M2_NOPOLY|M2_STALK|M2_STRONG|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,7,-,-,-,15,15,230,
,,,jellyfish,S_EEL,3,3,6,0,0,G_GENO|G_NOGEN|0,"ATTK(AT_STNG,AD_DRST,3,3)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,80,20,MS_SILENT,MZ_SMALL,MR_POISON,MR_POISON,M1_SWIM|M1_AMPHIBIOUS|M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_SLITHY|M1_POIS,M2_HOSTILE,,4,-,POISON=100|-,-,5,5,19,MR_POISON=20
,,,piranha,S_EEL,5,12,4,0,0,G_GENO|G_SGROUP|G_NOGEN|0,"ATTK(AT_BITE,AD_PHYS,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,60,30,MS_SILENT,MZ_SMALL,,,M1_SWIM|M1_AMPHIBIOUS|M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_ANIMAL|M1_SLITHY|M1_OVIPAROUS|M1_CARNIVORE,M2_HOSTILE,,1,-,-,-,6,6,26,
,,,giant eel,S_EEL,5,9,-1,0,0,G_GENO|G_NOGEN|0,"ATTK(AT_BITE,AD_PHYS,3,6)","ATTK(AT_TUCH,AD_WRAP,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,200,250,MS_SILENT,MZ_HUGE,,,M1_SWIM|M1_AMPHIBIOUS|M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_ANIMAL|M1_SLITHY|M1_OVIPAROUS|M1_CARNIVORE,M2_HOSTILE,M3_INFRAVISIBLE,6,-,-,-,7,7,1050,
,,,shark,S_EEL,7,12,2,0,0,G_GENO|G_NOGEN|0,"ATTK(AT_BITE,AD_PHYS,5,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,350,MS_SILENT,MZ_LARGE,,,M1_SWIM|M1_AMPHIBIOUS|M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_ANIMAL|M1_SLITHY|M1_THICK_HIDE|M1_OVIPAROUS|M1_CARNIVORE,M2_HOSTILE,,7,-,-,-,9,9,62,
